pmid,label,abstract
25093904,ear,"To investigate brain asymmetry of the temporal auditory evoked potentials (T-complex) in response to monaural stimulation in children compared to adults.Ten children (7 to 9 years) and ten young adults participated in the study. All were right-handed. The auditory stimuli used were tones (1100 Hz, 70 dB SPL, 50 ms duration) delivered monaurally (right, left ear) at four different levels of stimulus onset asynchrony (700-1100-1500-3000 ms). Latency and amplitude of responses were measured at left and right temporal sites according to the ear stimulated.Peaks of the three successive deflections (Na-Ta-Tb) of the T-complex were greater in amplitude and better defined in children than in adults. Amplitude measurements in children indicated that Na culminates on the left hemisphere whatever the ear stimulated whereas Ta and Tb culminate on the right hemisphere but for left ear stimuli only. Peak latency displayed different patterns of asymmetry. Na and Ta displayed shorter latencies for contralateral stimulation. The original finding was that Tb peak latency was the shortest at the left temporal site for right ear stimulation in children. Amplitude increased and/or peak latency decreased with increasing SOA, however no interaction effect was found with recording site or with ear stimulated.Our main original result indicates a right ear-left hemisphere timing advantage for Tb peak in children. The Tb peak would therefore be a good candidate as an electrophysiological marker of ear advantage effects during dichotic stimulation and of functional inter-hemisphere interactions and connectivity in children."
25677785,ear,"To determine variables which affect cost and profit for major ear surgery and perform a break-even analysis.Retrospective financial analysis.UK teaching hospital.Patients who underwent major ear surgery under general anaesthesia performed by the senior author in main theatre over a 2-year period between dates of 07 September 2010 and 07 September 2012.Income, cost and profit for each major ear patient spell. Variables that affect major ear surgery profitability.Seventy-six patients met inclusion criteria. Wide variation in earnings, with a median net loss of £-1345.50 was observed. Income was relatively uniform across all patient spells; however, theatre time of major ear surgery at a cost of £953.24 per hour varied between patients and was the main determinant of cost and profit for the patient spell. Bivariate linear regression of earnings on theatre time identified 94% of variation in earnings was due to variation in theatre time (r = -0.969; P < 0.0001) and derived a break-even time for major ear surgery of 110.6 min. Theatre time was dependent on complexity of procedure and number of OPCS4 procedures performed, with a significant increase in theatre time when three or more procedures were performed during major ear surgery (P = 0.015).For major ear surgery to either break-even or return a profit, total theatre time should not exceed 110 min and 36 s."
26589927,ear,"The perception of our environment via sensory organs plays a crucial role in survival and evolution. Hearing, one of our most developed senses, depends on the proper function of the auditory system and plays a key role in social communication, integration, and learning ability. The ear is a composite structure, comprised of the external, middle, and inner ear. During development, the ear is formed from the integration of a number of tissues of different embryonic origin, which initiate in distinct areas of the embryo at different time points. Functional connections between the components of the hearing apparatus have to be established and maintained during development and adulthood to allow proper sound submission from the outer to the middle and inner ear. This highly organized and intimate connectivity depends on intricate spatiotemporal signaling between the various tissues that give rise to the structures of the ear. Any alterations in this chain of events can lead to the loss of integration, which can subsequently lead to conductive hearing loss, in case of outer and middle ear defects or sensorineural hearing loss, if inner ear structures are defective. This chapter aims to review the current knowledge concerning the development of the three ear compartments as well as mechanisms and signaling pathways that have been implicated in the coordination and integration process of the ear."
26223932,ear,"Somatic cell nucleus transfer (SCNT) has been considered the most effective method for conserving endangered animals and expanding the quantity of adult animal models. Bama miniature pigs are genetically stable and share similar biological features to humans. These pigs have been used to establish animal models for human diseases, and for many other applications. However, there is a paucity of studies on the effect of ear fibroblasts derived from different age of adult Bama miniature pigs on nucleus transfer (NT). The present study examined the NT efficiency of ear fibroblasts from fetal, newborn, 1-, 2-, 4-, 6-, 12-month-old miniature pigs by using trypan blue staining, flow cytometry and NT technique, etc., and the cell biological function and SCNT efficiency were compared between groups. The results showed that ear fibroblasts grew well after passage in each group. Spindle-shaped cells initially predominated, and gradually declined with increase of culture time and replaced by polygonal cells. Irregular cell growth occurred in the 2-month-old group and the elder groups. The growth curves of the ear fibroblasts were ""S-shaped"" in different age groups. The cell proliferation of postnatal ear fibroblasts, especially those from 2-, 4-, 6-, 12-month-old miniature pigs was significantly different from that of fetus ear fibroblasts (P<0.05 or P<0.01). Two-month- and 4-month-old ear fibroblasts had a significantly higher proportion of G1 stage cells (85% to 91%) than those at 6 and 12 months (66% to 74%, P<0.01). The blastocyst rate of reconstructed embryos originating from newborn, 1-, 2-, 4-month-old donor pigs was 6.06% to 7.69% with no significant difference from that in fetus fibroblast group (8.06%). It was concluded that <4-month-old adult Bama miniature pigs represent a better donor cell resource than elder pigs."
28407177,ear,"Porcine ear size is an important characteristic for distinguishing among pig breeds. In a previous genome-wide association study of porcine ear size, LEM domain-containing 3 (LEMD3), methionine sulfoxide reductase B3 (MSRB3), high mobility group AT-hook 2 (HMGA2), and Wnt inhibitory factor 1 (WIF1) were implicated as important candidate genes for ear size. This study investigated the expression levels of four candidate genes for ear size in Erhualian and Large White pigs. Ten Erhualian pigs with large ears and eight Large White pigs with small ears at 60 days of age were examined. The mRNA expression levels of the four candidate genes were quantified by real-time polymerase chain reaction. WIF1 mRNA expression was significantly higher in Large White than in Erhualian pigs (P < 0.05), whereas the expression levels of the other three genes were not significantly different between the two breeds. The protein expression levels of the four genes were analyzed using western blot. WIF1 protein expression was significantly higher in Large White than in Erhualian pigs (P < 0.01), whereas MSRB3 protein expression was significantly higher in Erhualian than in Large White pigs (P < 0.05). There were no significant differences between the two breeds in residual protein expression. These results suggest that WIF1 is the main causal gene for ear size in pigs."
26108524,ear,"To explore the therapeutical effect of ear-acupoint pressing combined with Ear Apex (HX6,7) bloodletting on haemorheology in chloasma patients with Gan (Liver) depression pattern.A total of 180 chloasma patients were randomly assigned to three groups, 60 cases in each. Patients in the earacupuncture (EA) group were treated with ear-acupoint pressing combined with Ear Apex (HX6,7) bloodletting; vitamins C and E were put into practice in the Western medicine (WM) group together with 0.025% tretinoin cream for local external application; patients in the placebo group were treated with urea-cream by external use, while 30 healthy volunteers were in the control group. After a treatment course of 2 months, the changes of haemorheology, injury skin area, colour score and symptom score before and after the treatment were observed.There was no significant difference on whole blood reduced viscosity (high shear, medium shear, and low shear), erythrocyte aggregation index, hematocrit, plasma viscosity among the four groups (F =2.65, P>0.05). Compared with those before treatment, the whole blood viscosity (high shear) and whole blood reduced viscosity (high shear) after treatment in the EA group, the WM group and the placebo group were with no statistical significance (P>0.05). The injury skin area and colour score after treatment were significantly lower than those before treatment in the EA group and the WM group (P<0.05), while there was no significant difference in placebo group (P>0.05). Clinical symptoms of the EA group were obviously improved after the 2-month treatment, which was significantly different compared with those before treatment (P<0.05), there was significant difference compared with those of WM group and placebo group (P<0.05).There was no significant difference on haemorheology index between healthy people and chloasma patients without angionosis, cerebrovascular disease, hematopathy, metabolic disease or any other organic disease. Ear-acupoint pressing combined with Ear Apex (HX6,7) bloodletting can effectively improve concurrent symptoms, lighten chloasma and lower chloasma area in patients accompanied by Gan depression."
26611929,ear,Otitis externa and media are frequently diagnosed disorders in rabbits and are particularly common in lop-eared breeds because of the specific anatomy of the ear canal. Medical management for otitis externa and media often provides only a temporary improvement in clinical signs. Surgery by means of partial or total ear canal ablation (PECA or TECA) combined with lateral bulla osteotomy (LBO) represents a feasible approach that is well tolerated and provides a good clinical outcome. Short-term complications associated with PECA/TECA-LBO include facial nerve paralysis and vestibular disease.
24442665,ear,"The aim of this study was to observe the effect of a titanium tube on external auditory canal reconstruction in congenital aural atresia and to assess the tube's effectiveness in preventing external canal stenosis or atresia after reconstruction. Reconstruction of the external ear canal with a titanium mesh tube was performed in 16 patients (16 ears) with congenital aural atresia at the First People's Hospital of Foshan. The titanium mesh tube was removed 1 year after surgery. The patients were followed up for 2 years (2 ± 0.3 years), and all of the patients had formed a new external ear canal. There was no local infection, granulation tissue, re-stenosis, or atresia in any of the patients after surgery. All of the patients were content with their newly formed external ear canal. Titanium mesh tubing is safe and effective for reconstruction of the external ear canal during surgery for congenital aural atresia."
28269332,ear,"Sleep assessment is of great importance in the diagnosis and treatment of sleep disorders. In clinical practice this is typically performed based on polysomnography recordings and manual sleep staging by experts. This procedure has the disadvantages that the measurements are cumbersome, may have a negative influence on the sleep, and the clinical assessment is labor intensive. Addressing the latter, there has recently been encouraging progress in the field of automatic sleep staging [1]. Furthermore, a minimally obtrusive method for recording EEG from electrodes in the ear (ear-EEG) has recently been proposed [2]. The objective of this study was to investigate the feasibility of automatic sleep stage classification based on ear-EEG. This paper presents a preliminary study based on recordings from a total of 18 subjects. Sleep scoring was performed by a clinical expert based on frontal, central and occipital region EEG, as well as EOG and EMG. 5 subjects were excluded from the study because of alpha wave contamination. In one subject the standard polysomnography was supplemented by ear-EEG. A single EEG channel sleep stage classifier was implemented using the same features and the same classifier as proposed in [1]. The performance of the single channel sleep classifier based on the scalp recordings showed an 85.7 % agreement with the manual expert scoring through 10-fold inter-subject cross validation, while the performance of the ear-EEG recordings was based on a 10-fold intra-subject cross validation and showed an 82 % agreement with the manual scoring. These results suggest that automatic sleep stage classification based on ear-EEG recordings may provide similar performance as compared to single channel scalp EEG sleep stage classification. Thereby ear-EEG may be a feasible technology for future minimal intrusive sleep stage classification."
27259931,ear,"The inner ear has long been at the cutting edge of tract tracing techniques that have shaped and reshaped our understanding of the ear's innervation patterns. This review provides a historical framework to understand the importance of these techniques for ear innervation and for development of tracing techniques in general; it is hoped that lessons learned will help to quickly adopt transformative novel techniques and their information and correct past beliefs based on technical limitations. The technical part of the review presents details of our protocol as developed over the last 30 years. We also include arguments as to why these recommendations work best to generate the desired outcome of distinct fiber and cell labeling, and generate reliable data for any investigation. We specifically focus on two tracing techniques, in part developed and/or championed for ear innervation analysis: the low molecular multicolor dextran amine tract tracing technique and the multicolor tract tracing technique with lipophilic dyes."
